tpep_pickup_datetime,tpep_dropoff_datetime,trip_distance,fare_amount,pickup_zip,dropoff_zip
2016-02-10T18:10:19.000+0000,2016-02-10T18:21:52.000+0000,2.3,10.5,10022,10003
2016-02-20T10:10:28.000+0000,2016-02-20T10:27:04.000+0000,2.4,13,10002,10017
2016-02-23T13:41:48.000+0000,2016-02-23T13:54:46.000+0000,1.5,9.5,10018,10111
2016-02-09T08:40:55.000+0000,2016-02-09T08:45:46.000+0000,1.15,5.5,10065,10017
2016-02-10T18:21:51.000+0000,2016-02-10T18:23:49.000+0000,0.54,3.5,10012,10003
2016-02-23T12:31:23.000+0000,2016-02-23T12:33:18.000+0000,0.53,3.5,10002,10009
2016-02-11T07:32:52.000+0000,2016-02-11T07:40:47.000+0000,1.6,7.5,10162,10021
2016-02-08T10:20:40.000+0000,2016-02-08T10:33:57.000+0000,2.49,11,10110,10014
2016-02-11T07:37:47.000+0000,2016-02-11T07:57:46.000+0000,5.7,19.5,10280,10167
2016-02-03T08:53:58.000+0000,2016-02-03T09:08:45.000+0000,1.7,11,10011,10018
2016-02-04T15:59:37.000+0000,2016-02-04T16:26:09.000+0000,3.5,18.5,10278,10154
2016-02-08T09:49:31.000+0000,2016-02-08T10:09:26.000+0000,1.5,13,10003,10199
2016-02-13T13:35:30.000+0000,2016-02-13T13:49:20.000+0000,2.44,11.5,10017,10012
2016-02-02T09:20:14.000+0000,2016-02-02T09:25:46.000+0000,0.76,5.5,10001,10001
2016-02-29T14:50:23.000+0000,2016-02-29T15:16:47.000+0000,7.02,25,10006,10021
2016-02-20T21:59:31.000+0000,2016-02-20T22:19:40.000+0000,8.88,26.5,11371,10025
2016-02-22T08:23:22.000+0000,2016-02-22T08:26:54.000+0000,0.8,5,10021,10029
2016-02-25T12:45:34.000+0000,2016-02-25T12:56:10.000+0000,1.66,9,10014,10018
2016-02-24T10:06:07.000+0000,2016-02-24T10:23:37.000+0000,1.8,12,10003,10154
2016-02-19T08:51:38.000+0000,2016-02-19T08:55:41.000+0000,1.08,5.5,10019,10023
2016-02-21T18:20:46.000+0000,2016-02-21T18:33:58.000+0000,3.2,12,11201,11222
2016-02-20T18:09:37.000+0000,2016-02-20T18:26:03.000+0000,1.02,11,10111,10018
2016-02-11T03:15:43.000+0000,2016-02-11T03:18:58.000+0000,0.8,4.5,10044,10028
2016-02-13T19:21:09.000+0000,2016-02-13T19:35:28.000+0000,1.8,10.5,10012,10009
2016-02-01T18:45:48.000+0000,2016-02-01T19:02:25.000+0000,2.88,13.5,10021,10018
2016-02-07T01:16:18.000+0000,2016-02-07T01:19:17.000+0000,0.4,4,10111,10020
2016-02-04T15:27:52.000+0000,2016-02-04T15:42:11.000+0000,1.9,11,10028,10023
2016-02-23T15:48:34.000+0000,2016-02-23T15:57:30.000+0000,1.3,7.5,10153,10021
2016-02-05T12:05:58.000+0000,2016-02-05T12:17:31.000+0000,0.6,8,10021,10021
2016-02-02T18:50:33.000+0000,2016-02-02T18:57:20.000+0000,1.05,6.5,10003,10003
2016-02-15T21:22:51.000+0000,2016-02-15T21:26:48.000+0000,0.9,5,10152,10110
2016-02-08T19:03:16.000+0000,2016-02-08T19:18:24.000+0000,4.9,17,10002,11109
2016-02-21T03:56:27.000+0000,2016-02-21T04:05:54.000+0000,2.03,9.5,10002,10014
2016-02-18T01:20:44.000+0000,2016-02-18T01:24:38.000+0000,0.86,5,10027,10027
2016-02-13T17:35:32.000+0000,2016-02-13T17:40:36.000+0000,0.61,5,10014,10011
2016-02-12T05:58:42.000+0000,2016-02-12T06:35:13.000+0000,21,52,10282,11422
2016-02-05T05:22:01.000+0000,2016-02-05T05:25:14.000+0000,0.73,4.5,10022,10065
2016-02-11T14:13:27.000+0000,2016-02-11T14:24:15.000+0000,1.15,8.5,10119,10001
2016-02-29T09:30:56.000+0000,2016-02-29T09:58:44.000+0000,3.44,18.5,10011,10065
2016-02-16T12:49:07.000+0000,2016-02-16T13:20:25.000+0000,12.9,37,11370,10463
2016-02-14T19:20:56.000+0000,2016-02-14T19:28:27.000+0000,1.2,6.5,10003,10014
2016-02-23T13:42:53.000+0000,2016-02-23T13:47:23.000+0000,0.95,5,10199,10011
2016-02-04T20:02:49.000+0000,2016-02-04T20:14:42.000+0000,1.12,9,10110,10001
2016-02-08T23:15:42.000+0000,2016-02-08T23:25:12.000+0000,2.67,10.5,10103,10014
2016-02-26T16:06:07.000+0000,2016-02-26T16:32:07.000+0000,2.7,17,10028,10110
2016-02-29T18:18:36.000+0000,2016-02-29T18:29:52.000+0000,1.78,9.5,10022,10153
2016-02-10T18:15:28.000+0000,2016-02-10T18:25:02.000+0000,2.3,10,10282,10011
2016-02-11T13:53:21.000+0000,2016-02-11T14:07:36.000+0000,2.9,12.5,10115,10028
2016-02-16T16:44:04.000+0000,2016-02-16T16:51:45.000+0000,1.14,7,10011,10199
2016-02-29T13:31:53.000+0000,2016-02-29T13:35:45.000+0000,0.6,4.5,10023,10019
2016-02-10T05:06:32.000+0000,2016-02-10T05:26:52.000+0000,8.8,26,10025,11371
2016-02-06T20:45:54.000+0000,2016-02-06T21:16:35.000+0000,5.97,23.5,10271,10153
2016-02-06T19:17:47.000+0000,2016-02-06T19:31:28.000+0000,2.14,10.5,10011,10018
2016-02-07T02:03:45.000+0000,2016-02-07T02:12:31.000+0000,2.22,9,10003,10154
2016-02-07T18:30:04.000+0000,2016-02-07T18:32:35.000+0000,0.64,4,10001,10001
2016-02-11T16:53:33.000+0000,2016-02-11T17:28:57.000+0000,6.13,26,10012,10025
2016-02-04T21:39:55.000+0000,2016-02-04T21:51:03.000+0000,1.05,8.5,10022,10020
2016-02-02T11:53:14.000+0000,2016-02-02T12:00:20.000+0000,0.84,6.5,10003,10011
2016-02-14T20:59:44.000+0000,2016-02-14T21:12:29.000+0000,2.49,11.5,10025,10019
2016-02-21T18:18:52.000+0000,2016-02-21T18:42:31.000+0000,8.7,26.5,10028,11371
2016-02-09T14:38:21.000+0000,2016-02-09T14:49:10.000+0000,1.88,9,10001,10012
2016-02-20T05:19:43.000+0000,2016-02-20T05:22:27.000+0000,0.59,4.5,10017,10167
2016-02-18T07:42:53.000+0000,2016-02-18T07:51:47.000+0000,2.48,9.5,10021,10018
2016-02-03T20:08:23.000+0000,2016-02-03T20:22:47.000+0000,1.6,10.5,10009,10002
2016-02-09T06:53:49.000+0000,2016-02-09T06:58:31.000+0000,0.9,5.5,10001,10110
2016-02-02T23:49:17.000+0000,2016-02-03T00:02:31.000+0000,2.9,12.5,10278,11217
2016-02-04T08:07:36.000+0000,2016-02-04T08:20:11.000+0000,1.2,9,10021,10162
2016-02-19T08:20:33.000+0000,2016-02-19T08:33:25.000+0000,1.4,9.5,10021,10022
2016-02-06T14:38:58.000+0000,2016-02-06T14:45:03.000+0000,2.32,8.5,10002,11211
2016-02-16T22:31:11.000+0000,2016-02-16T22:42:50.000+0000,1.78,9.5,10111,10016
2016-02-18T23:28:59.000+0000,2016-02-18T23:33:20.000+0000,0.63,4.5,10119,10018
2016-02-28T23:02:47.000+0000,2016-02-28T23:06:01.000+0000,1.1,5,10103,10171
2016-02-08T21:05:34.000+0000,2016-02-08T21:14:10.000+0000,1.21,7,10022,10017
2016-02-26T14:44:55.000+0000,2016-02-26T14:59:33.000+0000,1.59,10.5,10162,10021
2016-02-17T01:57:16.000+0000,2016-02-17T02:09:22.000+0000,2.81,12,10119,10009
2016-02-02T15:42:37.000+0000,2016-02-02T15:49:37.000+0000,0.8,6.5,10023,10021
2016-02-10T06:59:29.000+0000,2016-02-10T07:05:20.000+0000,1.28,6.5,10119,10018
2016-02-21T11:22:29.000+0000,2016-02-21T11:25:24.000+0000,0.72,4.5,10153,10021
2016-02-04T10:12:24.000+0000,2016-02-04T10:20:20.000+0000,1.12,7,10011,10009
2016-02-03T12:32:16.000+0000,2016-02-03T12:55:10.000+0000,1.8,14.5,10001,10017
2016-02-26T14:27:23.000+0000,2016-02-26T14:37:43.000+0000,1.71,9,10012,10282
2016-02-07T04:24:55.000+0000,2016-02-07T04:35:06.000+0000,3.1,11.5,10005,11205
2016-02-03T21:56:55.000+0000,2016-02-03T22:08:53.000+0000,3.46,12,10199,10023
2016-02-01T07:50:59.000+0000,2016-02-01T07:55:03.000+0000,0.56,4.5,10110,10110
2016-02-02T17:34:43.000+0000,2016-02-02T17:41:28.000+0000,1.2,6.5,10167,10167
2016-02-25T07:40:39.000+0000,2016-02-25T07:46:39.000+0000,0.5,5.5,10119,10199
2016-02-22T22:07:50.000+0000,2016-02-22T22:18:42.000+0000,1.8,9.5,10001,10103
2016-02-09T22:39:52.000+0000,2016-02-09T22:54:33.000+0000,3.23,13,10022,10011
2016-02-29T13:32:04.000+0000,2016-02-29T13:45:20.000+0000,1.1,9.5,10103,10110
2016-02-18T09:21:33.000+0000,2016-02-18T09:24:09.000+0000,0.4,4,10017,10017
2016-02-25T08:17:04.000+0000,2016-02-25T08:33:14.000+0000,1.81,11.5,10022,10119
2016-02-25T18:24:14.000+0000,2016-02-25T18:47:27.000+0000,2.9,16,10044,10001
2016-02-18T17:18:09.000+0000,2016-02-18T17:30:46.000+0000,1.6,10,10011,10020
2016-02-15T14:27:44.000+0000,2016-02-15T15:16:59.000+0000,10.3,37,11370,11215
2016-02-14T17:06:40.000+0000,2016-02-14T17:23:23.000+0000,1.63,8.5,10023,10025
2016-02-18T22:47:24.000+0000,2016-02-18T22:50:09.000+0000,0.48,4,10002,10012
2016-02-05T21:54:47.000+0000,2016-02-05T22:16:28.000+0000,3.65,16,10103,10278
2016-02-27T22:25:24.000+0000,2016-02-27T22:49:50.000+0000,4.91,20,10012,11215
2016-02-06T21:47:33.000+0000,2016-02-06T21:56:24.000+0000,1.45,7.5,10110,10001
2016-02-10T20:47:38.000+0000,2016-02-10T20:56:36.000+0000,1.5,8,10110,10199
2016-02-12T11:09:57.000+0000,2016-02-12T11:35:32.000+0000,5.4,21,10023,10282
2016-02-05T00:49:42.000+0000,2016-02-05T01:03:31.000+0000,4.4,15,10280,10018
2016-02-05T10:05:20.000+0000,2016-02-05T10:13:48.000+0000,0.77,7,10103,10167
2016-02-24T15:36:10.000+0000,2016-02-24T15:38:19.000+0000,0.4,3.5,10025,10025
2016-02-28T14:24:33.000+0000,2016-02-28T14:27:10.000+0000,0.47,4,10003,10011
2016-02-20T08:51:03.000+0000,2016-02-20T08:55:36.000+0000,0.41,4.5,10044,10028
2016-02-03T03:48:32.000+0000,2016-02-03T04:08:18.000+0000,7.1,21.5,10012,11103
2016-02-07T03:06:35.000+0000,2016-02-07T03:15:54.000+0000,1.64,8.5,10009,10011
2016-02-08T22:51:47.000+0000,2016-02-08T23:13:15.000+0000,9.09,27.5,11371,10119
2016-02-13T21:16:33.000+0000,2016-02-13T21:41:11.000+0000,3.93,17.5,10111,10007
2016-02-04T22:30:19.000+0000,2016-02-04T22:41:03.000+0000,0.66,8,10017,10017
2016-02-20T01:33:55.000+0000,2016-02-20T02:00:09.000+0000,6.32,23,10271,11221
2016-02-25T07:26:30.000+0000,2016-02-25T07:33:34.000+0000,1.31,7,10199,10020
2016-02-27T12:16:31.000+0000,2016-02-27T12:29:36.000+0000,4.02,15,10021,10002
2016-02-10T15:03:56.000+0000,2016-02-10T15:19:42.000+0000,1.48,11,10065,10110
2016-02-28T19:27:55.000+0000,2016-02-28T19:35:48.000+0000,1,7,10025,10026
2016-02-25T13:24:32.000+0000,2016-02-25T13:27:34.000+0000,0.63,4.5,10011,10014
2016-02-11T15:02:59.000+0000,2016-02-11T15:58:20.000+0000,12.9,45,11371,10018
2016-02-21T14:41:30.000+0000,2016-02-21T15:01:29.000+0000,3.05,14.5,10110,10012
2016-02-24T16:40:51.000+0000,2016-02-24T16:52:32.000+0000,1.8,10,10025,10162
2016-02-11T17:50:20.000+0000,2016-02-11T18:15:16.000+0000,1.2,15,10011,10199
2016-02-20T11:59:52.000+0000,2016-02-20T12:12:46.000+0000,2.73,11.5,10016,10013
2016-02-14T10:01:54.000+0000,2016-02-14T10:06:02.000+0000,0.87,5,10018,10020
2016-02-14T20:16:07.000+0000,2016-02-14T20:23:00.000+0000,0.7,4.5,10014,10199
2016-02-13T02:11:41.000+0000,2016-02-13T02:17:25.000+0000,1,6,10003,10011
2016-02-24T21:15:11.000+0000,2016-02-24T21:19:48.000+0000,0.5,5,10003,10003
2016-02-14T01:42:15.000+0000,2016-02-14T01:49:44.000+0000,1.09,7,10002,10012
2016-02-23T06:26:48.000+0000,2016-02-23T06:50:16.000+0000,9.19,28,11422,11236
2016-02-19T15:48:12.000+0000,2016-02-19T15:57:33.000+0000,0.97,7.5,10001,10018
2016-02-21T12:37:18.000+0000,2016-02-21T12:52:53.000+0000,2.88,12.5,10154,10011
2016-02-06T23:20:44.000+0000,2016-02-06T23:35:19.000+0000,1.96,10.5,10017,10019
2016-02-07T02:51:58.000+0000,2016-02-07T02:55:22.000+0000,0.6,4.5,10003,10009
2016-02-20T12:57:41.000+0000,2016-02-20T13:30:36.000+0000,5.2,23,10028,10001
2016-02-06T07:51:29.000+0000,2016-02-06T07:58:50.000+0000,2,8,10017,10021
2016-02-18T07:37:57.000+0000,2016-02-18T07:58:21.000+0000,3.3,15.5,10029,10019
2016-02-07T01:40:19.000+0000,2016-02-07T01:52:29.000+0000,3.47,12.5,10199,11109
2016-02-13T13:52:20.000+0000,2016-02-13T14:09:15.000+0000,2.1,12,10153,10001
2016-02-08T10:01:04.000+0000,2016-02-08T10:27:53.000+0000,10.67,31,11371,10153
2016-02-18T18:18:17.000+0000,2016-02-18T18:35:57.000+0000,2.9,13.5,10119,10023
2016-02-17T16:14:12.000+0000,2016-02-17T16:20:19.000+0000,1.19,6,10001,10012
2016-02-06T20:11:38.000+0000,2016-02-06T20:27:15.000+0000,2.9,13,10021,10001
2016-02-06T16:12:24.000+0000,2016-02-06T16:19:27.000+0000,1.41,7,10022,10018
2016-02-03T17:08:01.000+0000,2016-02-03T17:24:08.000+0000,1.43,11,10119,10019
2016-02-15T18:17:09.000+0000,2016-02-15T18:37:14.000+0000,6.94,21.5,10020,11377
2016-02-15T17:48:24.000+0000,2016-02-15T17:53:22.000+0000,0.7,5,10011,10009
2016-02-27T11:02:25.000+0000,2016-02-27T11:10:28.000+0000,0.98,7,10119,10018
